"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000110025",1009.69013856486,-0.673159630369443,0.126031013723615,8.99549274162215e-09,2.77994154912124e-07
"ENSG00000110031",142.652785482627,0.649395622186637,0.21569110387516,0.000223935372856262,0.00175983575876517
"ENSG00000110075",4537.19684890589,0.189029625215793,0.0726470063829635,0.00573202358142234,0.0259701266523333
"ENSG00000110092",2128.69962478351,0.322436200880604,0.146005848450415,0.00668339108732104,0.0293642266912916
"ENSG00000110104",1810.27798005609,-0.215950528663065,0.0929019588227483,0.010026868670008,0.0405754395748279
"ENSG00000110107",5383.92325771663,-0.323345873254024,0.153982177569928,0.00887064468206687,0.0367615970373954
"ENSG00000110172",2771.63448092118,-0.259788080892208,0.0641809917248601,2.21071274854749e-05,0.000249660430460966
"ENSG00000110321",31372.984909688,-0.456156539233483,0.0669230267466721,2.07824862414132e-12,1.45120452590326e-10
"ENSG00000110344",3119.82113952247,-0.169226916819998,0.0609235874081061,0.00362418486592728,0.0180739313720154
"ENSG00000110367",5069.48458580458,-0.453155371271087,0.0927485945309385,1.55985368250659e-07,3.38523405948493e-06
"ENSG00000110435",1570.71194761731,-0.26139057292089,0.109687460093985,0.00645682815008941,0.0285677559869131
"ENSG00000110442",790.624260115184,-0.573176733717148,0.115463227142757,8.38241903534771e-08,1.98764311521379e-06
"ENSG00000110492",1989.69525490489,1.30388817082288,0.132309857686069,4.2346443173617e-24,1.98648250733673e-21
"ENSG00000110583",1674.18910347219,-0.400597724821477,0.0989838885905474,1.03864076057145e-05,0.000132141395790366
"ENSG00000110675",248.393022880171,0.359243805364758,0.140124928814979,0.00223548538897539,0.0121257065392034
"ENSG00000110713",5015.79478911021,-0.237254234745258,0.0797098117842831,0.00136558164890003,0.00804356608713011
"ENSG00000110717",2016.1567943416,-0.252060482266972,0.103207146134932,0.00586928357597782,0.0264218855862486
"ENSG00000110723",529.2832558935,0.693292319031737,0.269391990061717,0.000689895831160924,0.00455271568761735
"ENSG00000110768",2043.98455875167,-0.192932367335122,0.0693869405607607,0.00315659714856611,0.0162173391836611
"ENSG00000110801",1048.5063590338,-0.300453509899763,0.0964511182240707,0.000583332399598178,0.0039599503712982
"ENSG00000110841",1387.26607146934,-0.220272125458076,0.0902004511360249,0.0070731086700092,0.0306859196390368
